AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Office of Unified Communications,1348.7795489608977,2009-05-22
Department of Health,144.22855711567877,2009-06-09
Department on Disability Services,372.11748780195103,2009-05-01
Office of the Chief Medical Examiner,67.80132895175541,2009-09-14
Office of the Attorney General,222.66223499858035,2009-11-23
Department of Public Works,402.98154755426606,2009-10-23
Office of Municipal Planning,-50.30353934588777,2009-08-18
Metropolitan Police Department,601.5716625059811,2009-10-15
District Department of Transportation,358.87397668171053,2009-04-13
Office of the State Superintendent of Education,389.4050562952351,2009-10-16
Department of Employment Services,664.0835740909816,2009-05-26
Office of the State Superintendent of Education,1508.287853910072,2009-01-05
Department of  Youth Rehabilitation Services,-66.25120440551443,2009-04-24
Department of Health,2594.51282594381,2009-08-31
Department of Motor Vehicles,266.1566537349683,2009-09-17
Office of the Chief Technology Officer,-117.86841737050113,2009-01-14
Department of  Youth Rehabilitation Services,1661.9606942535595,2009-12-11
Department of Health,227.5853597971635,2009-05-24
District Department of the Environment,370.9009442635937,2009-03-05
Office of the Chief Financial Officer,50.13022439980856,2009-09-14
Serve DC,501.78863428203005,2009-08-24
District Department of Transportation,171.8595089077602,2009-05-11
Office of the Tenant Advocate,341.3554293048552,2009-09-21
District Department of the Environment,-131.79730127144074,2009-05-16
Office of Cable TV,259.6169447688895,2009-12-09
Fire & Emergency Medical Services,1054.7501020671675,2009-02-05
District Department of the Environment,710.0214776435242,2009-07-10
Office of the Tenant Advocate,197.24669791025514,2009-09-14
Department of Health,190.16178795458706,2009-08-28
Office of Contracting & Procurement,68.8752249740058,2009-07-20
Office of the Chief Technology Officer,30.71068410415425,2009-01-19
Fire & Emergency Medical Services,450.24967414015737,2009-02-17
Department of Mental Health,339.32942823252705,2009-06-25
Department of Corrections,2431.868588542462,2009-01-27
Department of Employment Services,257.98863163756727,2009-11-17
Office of Unified Communications,106.95928729320903,2009-03-19
District Department of Transportation,359.58410420203074,2009-12-09
District Department of the Environment,656.790259209009,2009-10-17
Department of Employment Services,1956.0143926449432,2009-06-18
Office of the Attorney General,408.86022198884905,2009-05-14
Department of Parks & Recreation,572.2740420537897,2009-04-18
Department of Property Management,749.0686037404323,2009-02-12
Metropolitan Police Department,989.5901097886195,2009-03-18
Office of Public Educational Facilities Modernization,31.42817465752873,2009-07-01
Metropolitan Police Department,110.5576748985918,2009-05-07
Department of Human Services,279.46878926708223,2009-10-16
Department of Corrections,1147.5582832261398,2009-09-22
Board of Elections & Ethics,79.76881895325567,2009-12-17
Deputy Mayor for Economic Development,4843.728277829667,2009-04-09
Department of Corrections,-30.399733739776487,2009-06-17
Fire & Emergency Medical Services,2421.1341861378755,2009-01-07
Department of Human Services,-90.93031208256812,2009-07-23
Office of the State Superintendent of Education,175.75688826085647,2009-02-18
District Department of the Environment,671.2494771320513,2009-06-11
Department of Property Management,593.7238249594925,2009-09-10
Department of Property Management,147.3545822674885,2009-04-07
District Department of Transportation,19.990453875123073,2009-09-11
Homeland Security/Emergency Management,772.8571434258968,2009-01-13
Department of Health,306.94330682746886,2009-07-15
Criminal Justice Coordinating Council,61.64416629408754,2009-07-02
Metropolitan Police Department,804.2776094742957,2009-10-16
Department of Human Services,-250.78809284842998,2009-07-14
Department of Public Works,264.9935453902774,2009-10-30
Department of Corrections,343.1294234477822,2009-03-11
"Department of Insurance, Securities & Banking",2125.3018649136334,2009-09-23
Fire & Emergency Medical Services,-154.31382773374168,2009-06-22
Department of Housing & Community Development,131.02204294695787,2009-08-04
District Department of Transportation,1177.9554489206691,2009-09-14
City Administrator/Deputy Mayor,125.54821694300443,2009-08-18
Department on Disability Services,232.2741011058939,2009-09-02
District Department of the Environment,2153.3526734566717,2009-11-10
Office of Public Educational Facilities Modernization,-17.02295843030923,2009-04-14
Fire & Emergency Medical Services,86.90744310403137,2009-07-23
Department of Human Services,24.012686359976527,2009-03-11
DC Public Library,62.55116369953926,2009-02-22
Fire & Emergency Medical Services,280.3577496783014,2009-11-06
DC National Guard,1432.8272475300291,2009-08-30
Contract Appeals Board,846.4771811250546,2009-09-18
Fire & Emergency Medical Services,739.8907592776776,2009-05-12
District Department of Transportation,-65.78363880419329,2009-08-19
Fire & Emergency Medical Services,1596.0588442362734,2009-08-19
Department of Motor Vehicles,213.18454682983312,2009-08-31
University of the District of Columbia,188.8868277323258,2009-03-16
District Department of Transportation,985.0458933952983,2009-05-30
Department of Public Works,238.34501280453756,2009-05-01
Department of Public Works,-5.042546961550144,2009-12-03
Office of the Chief Financial Officer,250.22289568695092,2009-10-16
Fire & Emergency Medical Services,481.7325354050259,2009-04-30
Department on Disability Services,783.0517129581166,2009-09-11
DC Public Library,1054.0251934729088,2009-02-24
Office of the Chief Financial Officer,-314.71540022417656,2009-03-03
Fire & Emergency Medical Services,-731.3550528088573,2009-04-29
Department of Consumer & Regulatory Affairs,-65.58982291646649,2009-05-04
District Department of Transportation,66.58871465592911,2009-12-02
Fire & Emergency Medical Services,166.0904369976223,2009-02-02
Fire & Emergency Medical Services,352.3064389770024,2009-12-14
District Department of Transportation,-11.416710381009779,2009-10-16
Office of Community Affairs,109.12599313819081,2009-03-24
Office of Latino Affairs,1113.796374336728,2009-03-31
Department on Disability Services,195.53276906568894,2009-12-11
Office of Community Affairs,1020.8223340430973,2009-09-12
City Administrator/Deputy Mayor,90.56415116886077,2009-09-25
Board of Elections & Ethics,217.76848335546015,2009-01-14
DC Public Library,944.9312489190661,2009-01-13
DC Taxicab Commission,368.93970997309043,2009-03-10
Office of the State Superintendent of Education,2603.799455213865,2009-08-18
Office of the Chief Technology Officer,142.87062133558467,2009-11-06
Department of  Youth Rehabilitation Services,1575.1730366642041,2009-09-04
Contract Appeals Board,154.66694672688874,2009-06-04
Metropolitan Police Department,1793.8661096265364,2009-07-28
Office of Cable TV,816.8693045077596,2009-09-21
Metropolitan Police Department,2015.6175450927979,2009-05-14
Department of Health,1695.3909246903156,2009-08-17
Department of Public Works,297.44538016349657,2009-07-27
Department of  Youth Rehabilitation Services,1117.6980457812085,2009-11-18
Fire & Emergency Medical Services,420.2614300092791,2009-09-06
Department of Health,1394.025123541734,2009-09-11
Office on Aging,198.188492249015,2009-01-23
Department of  Youth Rehabilitation Services,920.04127010611,2009-04-07
District Department of the Environment,-38.32315195079408,2009-03-06
District Department of the Environment,3906.4987238401354,2009-03-04
Department of Motor Vehicles,1213.5881712354578,2009-12-24
Child & Family Services Administration,-8.25269601268404,2009-09-24
District Department of Transportation,1192.0030392580209,2009-08-10
Department of Public Works,468.5817319662732,2009-10-03
Office of the Mayor,280.8858484746479,2009-05-21
District Department of Transportation,1581.9412011841596,2009-05-19
Department of Mental Health,778.5222822228284,2009-12-22
Fire & Emergency Medical Services,-17.726888635349724,2009-11-03
Department of  Youth Rehabilitation Services,-19.029819935341777,2009-05-07
Department of Human Services,-197.18719598994755,2009-07-21
Office of the State Superintendent of Education,-60.74773764631193,2009-08-25
Department of Consumer & Regulatory Affairs,125.94387908016334,2009-12-21
Department of Parks & Recreation,559.8756855751407,2009-02-27
Fire & Emergency Medical Services,164.77887371091055,2009-06-25
Office of the Chief Technology Officer,748.5910691817359,2009-07-29
District Department of the Environment,481.8807352389251,2009-09-29
Department of Education,56.364587175468614,2009-02-25
Serve DC,1012.3726347095134,2009-09-24
District Department of Transportation,1557.7113108983,2009-02-03
Department of Housing & Community Development,2047.9204847776034,2009-09-09
Department of Public Works,915.3557569034443,2009-07-30
Fire & Emergency Medical Services,182.19557256940024,2009-07-15
Office of the State Superintendent of Education,277.60682433870403,2009-07-28
District Department of the Environment,858.4989436812523,2009-06-23
Child & Family Services Administration,967.0938418890563,2009-09-23
Office of the Chief Financial Officer,751.4825057485433,2009-07-30
District Department of the Environment,1728.2070104089162,2009-12-11
Office of the State Superintendent of Education,616.3529755253526,2009-07-14
Department of Corrections,351.88165574478984,2009-08-14
Office of the Tenant Advocate,2831.6861499646734,2009-04-06
Child & Family Services Administration,-43.99336554329061,2009-09-09
Fire & Emergency Medical Services,161.61202296040975,2009-05-28
Department of Property Management,819.1302413667117,2009-02-27
Office of the State Superintendent of Education,360.9857007790631,2009-12-04
Office of the State Superintendent of Education,1647.858933802501,2009-04-15
Metropolitan Police Department,137.60307412239487,2009-09-29
Department of Public Works,1720.2570366169334,2009-01-15
Department of Parks & Recreation,288.73347235527433,2009-04-09
Metropolitan Police Department,281.11226852991024,2009-09-30
District Department of Transportation,290.4880085218633,2009-07-01
University of the District of Columbia,194.42588623286827,2009-05-19
Department of  Youth Rehabilitation Services,1754.8620819513956,2009-06-19
District Department of Transportation,1186.9500490303446,2009-04-27
Department of Public Works,163.6397117286632,2009-12-22
Department of Health,723.4730627201549,2009-12-07
DC Office of Risk Management,211.07214298013338,2009-02-25
Contract Appeals Board,1672.532929509511,2009-03-18
Department of Public Works,3286.1219990779086,2009-09-01
Department on Disability Services,853.0489332028524,2009-12-29
Office of the Attorney General,286.22283376432154,2009-11-23
DC Public Library,337.4227477429923,2009-09-25
District Department of the Environment,105.05352107558558,2009-04-09
Department on Disability Services,16.88364086127225,2009-09-24
Office of the Tenant Advocate,2140.6690363004877,2009-11-19
Office of the Tenant Advocate,306.43380028228097,2009-07-07
District Department of the Environment,446.68296300424015,2009-07-23
District Department of the Environment,233.62485428163552,2009-03-13
Department on Disability Services,23.10723673689582,2009-04-23
Department of Public Works,-8.509826888433082,2009-04-28
Office of the Tenant Advocate,79.38784530763499,2009-06-23
Medical Liability Captive Insurance Agency,41.3720692302322,2009-05-29
Department of  Youth Rehabilitation Services,-11.729539892336199,2009-07-20
Fire & Emergency Medical Services,5108.194048382022,2009-04-03
District Department of the Environment,-39.66765458703564,2009-03-24
District Department of Transportation,-88.23393505250964,2009-09-30
Department of  Youth Rehabilitation Services,613.9377006445643,2009-09-09
Department of Property Management,-13.365551736724349,2009-04-21
Office of Administrative Hearings,-10.05685852879688,2009-02-19
Department of Housing & Community Development,323.077431570333,2009-05-11
Office of the Chief Financial Officer,332.7297904168235,2009-02-03
Department of Property Management,159.24880919644164,2009-05-28
District Department of the Environment,414.96574108714833,2009-10-09
Department of Property Management,2946.9235645398117,2009-04-28
Department of Housing & Community Development,-179.54374893538596,2009-09-24
District Department of Transportation,49.79513738863898,2009-11-13
Fire & Emergency Medical Services,-2.470683484069159,2009-08-25
Department of Health,2231.993681150149,2009-01-13
Office of Motion Pictures & Television,58.03893145956418,2009-05-29
District Department of Transportation,1367.0514799528446,2009-08-23
Serve DC,-19.66408673683977,2009-03-24
Department of Human Services,612.5200121304052,2009-01-08
Department of Housing & Community Development,187.45884542444253,2009-08-28
Fire & Emergency Medical Services,-129.24545027627315,2009-09-24
Department of Employment Services,713.6698675743049,2009-01-13
Department on Disability Services,1933.6946142137617,2009-06-08
Office of Unified Communications,458.09853108354145,2009-06-23
Fire & Emergency Medical Services,667.965991886569,2009-04-24
Department of Health,342.66732435415986,2009-05-13
Office of Contracting & Procurement,490.1280435173894,2009-04-22
District Department of Transportation,837.3156282786882,2009-02-06
Department of Health,-11.884009696770853,2009-10-28
Department of Health,257.5215846339957,2009-09-10
Department of Motor Vehicles,162.90908455546435,2009-12-07
Department of Corrections,28.323760985882924,2009-02-05
Office of the Attorney General,287.2932553756747,2009-09-23
Office of the Mayor,220.1711335456967,2009-09-17
Department of Corrections,109.11710895960171,2009-11-06
"Department of Insurance, Securities & Banking",-74.101973155864,2009-04-15
Metropolitan Police Department,500.4943327235621,2009-10-14
City Administrator/Deputy Mayor,2592.4262200478106,2009-11-14
University of the District of Columbia,2.6675148672674247,2009-06-17
Metropolitan Police Department,607.9261501746083,2009-10-05
University of the District of Columbia,696.8064850875212,2009-10-09
Metropolitan Police Department,373.70207427881377,2009-09-30
DC Department of Human Resources,-75.53113992522744,2009-04-10
Department of Health,113.67802327041042,2009-10-27
Office of the Chief Technology Officer,-42.49552389098283,2009-04-24
District Department of Transportation,1785.209874538792,2009-08-13
Department of Human Services,209.18950075049537,2009-03-12
Metropolitan Police Department,299.95026914596485,2009-07-10
Department of Public Works,1692.4553154840576,2009-06-10
Department of Health,866.0665237059575,2009-05-21
Department of Public Works,402.76814828488244,2009-03-10
Office of the Chief Medical Examiner,40.81045174472006,2009-06-10
Office of Contracting & Procurement,1124.9018415723144,2009-01-08
Office of the Inspector General,333.7801527703502,2009-03-09
Department of Property Management,194.36466006090058,2009-07-21
City Administrator/Deputy Mayor,357.4480839016326,2009-12-14
Fire & Emergency Medical Services,342.15171440564075,2009-02-06
Department of Property Management,2322.2023158606908,2009-07-26
Department of Human Services,51.87324291748061,2009-12-02
Department of Property Management,218.84420064471112,2009-03-25
Department of Health,2430.1569576131087,2009-01-23
Department of Health,214.77881948290135,2009-07-09
Office of the State Superintendent of Education,2513.4209019984496,2009-04-28
Office of the Attorney General,1654.2880429218492,2009-11-20
Department of Health,302.4674660939249,2009-12-01
Office of Public Educational Facilities Modernization,428.9841568995898,2009-04-29
Office of Partnership & Grant Services,966.7414438475987,2009-12-17
Department of Public Works,4.6264973106071885,2009-01-09
Office of the Chief Financial Officer,44.36648337299695,2009-07-06
Fire & Emergency Medical Services,192.872074964293,2009-05-01
Department of Health,164.28611432047916,2009-04-30
Serve DC,902.5619258445395,2009-12-28
District Department of Transportation,2136.4739659195257,2009-01-23
Department of Public Works,372.4911222929335,2009-08-13
Commission on Arts & Humanities,92.52053762000226,2009-05-17
District Department of Transportation,1999.4503048722738,2009-01-26
Fire & Emergency Medical Services,1085.976834338582,2009-08-21
District Department of Transportation,13.665774182803858,2009-01-14
Metropolitan Police Department,551.0318523377342,2009-11-16
Fire & Emergency Medical Services,222.3783746928051,2009-01-09
Department of Property Management,-88.09874024531419,2009-09-11
Office of the Chief Medical Examiner,593.4813435813671,2009-01-15
DC Department of Human Resources,82.81154377398187,2009-05-14
Department of Public Works,-22.46727930773985,2009-08-11
Office of the State Superintendent of Education,673.0906687571199,2009-12-02
Office of Community Affairs,328.6692342796342,2009-11-02
Department of Health,-85.99031487173974,2009-08-23
DC Department of Human Resources,540.9593196517014,2009-03-17
Department of Property Management,937.4261200187522,2009-09-26
District Department of Transportation,-34.223891968017384,2009-03-06
District Department of Transportation,310.0512319130726,2009-09-14
Department of Public Works,371.93908879820543,2009-08-11
Department of Motor Vehicles,2510.911746901569,2009-07-28
DC Public Library,1318.99099760461,2009-03-05
Commission on Arts & Humanities,89.0470529818896,2009-06-11
Board of Elections & Ethics,290.5834273085022,2009-08-17
Department of Small & Local Business Development,95.62111815199883,2009-04-14
Office on Aging,140.41084929666346,2009-08-25
Department of Corrections,1.384170966060097,2009-07-20
Office of the Chief Medical Examiner,3006.169523346746,2009-05-15
Office of the State Superintendent of Education,1170.8231672331792,2009-05-02
Fire & Emergency Medical Services,346.5428227879644,2009-06-26
Office of the State Superintendent of Education,2.0814027883300152,2009-07-21
Department of Public Works,1069.5845184450725,2009-06-23
Department of Parks & Recreation,187.14506724325778,2009-10-14
District Department of the Environment,2067.0254127152853,2009-11-30
Fire & Emergency Medical Services,2225.9494919508666,2009-09-17
District Department of Transportation,134.0360790650453,2009-04-24
Commission of Judicial Disabilities & Tenure,111.16434650381451,2009-01-17
Department of Corrections,-110.12767515714711,2009-10-05
Department of Motor Vehicles,750.5651556825972,2009-01-29
District Department of Transportation,690.9318118637053,2009-04-27
District Department of the Environment,630.4988094405145,2009-06-01
Metropolitan Police Department,217.98634093926097,2009-09-08
DC Department of Human Resources,2857.97749807012,2009-01-18
District Department of the Environment,210.5676483757032,2009-09-18
Office of the State Superintendent of Education,-82.45478482197089,2009-02-26
Department of Health,423.9189626881428,2009-05-12
Office of the Attorney General,1577.272425312471,2009-08-19
Department of Consumer & Regulatory Affairs,2.0117853586340004,2009-11-03
Office of Municipal Planning,2951.3199803806347,2009-05-12
Department of Housing & Community Development,110.1352531990183,2009-03-20
City Administrator/Deputy Mayor,123.6275933488648,2009-01-22
"Department of Insurance, Securities & Banking",545.9967822552699,2009-05-27
Fire & Emergency Medical Services,1675.023030707348,2009-02-13
Fire & Emergency Medical Services,167.6186433301929,2009-07-15
Fire & Emergency Medical Services,1214.6616285808832,2009-06-16
"Department of Insurance, Securities & Banking",408.15085056803923,2009-03-26
Commission on Arts & Humanities,-88.9875605689293,2009-06-27
Department of  Youth Rehabilitation Services,1790.6825938043314,2009-10-23
Metropolitan Police Department,2486.7023945632186,2009-08-28
Department of Health,1614.8757938611182,2009-10-01
Department of Health,258.26491649849777,2009-03-10
Metropolitan Police Department,4194.784429878892,2009-06-24
Department of Public Works,544.9858636112094,2009-07-20
Child & Family Services Administration,-86.26586629946681,2009-09-22
Department of Health,250.65824198147362,2009-03-23
Disability Compensation Fund,137.19227408860357,2009-08-24
Department of Health,1736.876279988685,2009-12-02
Department of Education,970.9614096074675,2009-03-11
Department of Housing & Community Development,-61.134470287804426,2009-01-21
Department on Disability Services,129.81602208202537,2009-12-07
DC Sentencing & Criminal Code Review Committee,40.28989461581109,2009-12-01
Department of  Youth Rehabilitation Services,338.67372190012645,2009-07-02
Fire & Emergency Medical Services,2478.1362410397373,2009-07-11
Fire & Emergency Medical Services,1222.2661776412704,2009-07-15
Office of the Chief Financial Officer,164.21270810260276,2009-09-18
Office of the Secretary,303.0163172015066,2009-12-18
District Department of Transportation,76.73683209289676,2009-05-29
Fire & Emergency Medical Services,165.63631679513563,2009-09-22
Serve DC,1182.6966892506725,2009-04-30
Department on Disability Services,-145.96569219295813,2009-09-25
Department of  Youth Rehabilitation Services,-59.09124044905109,2009-11-05
Serve DC,285.4053180328681,2009-07-28
Metropolitan Police Department,136.1664637894824,2009-03-24
Metropolitan Police Department,25.680699754141152,2009-11-02
Department of  Youth Rehabilitation Services,-23.267740022035753,2009-09-21
Fire & Emergency Medical Services,391.31718973673424,2009-12-29
Department of Public Works,301.7536257930828,2009-05-09
University of the District of Columbia,239.92995030574525,2009-04-17
Metropolitan Police Department,-19.67458130073558,2009-12-30
Department of Parks & Recreation,433.33619551256345,2009-12-04
Office of Unified Communications,22.076149270121405,2009-08-26
Department of Parks & Recreation,372.05745038435714,2009-09-04
District Department of Transportation,127.17774518919444,2009-02-26
Office of the State Superintendent of Education,258.9568814826502,2009-04-21
Fire & Emergency Medical Services,351.4776285624351,2009-10-03
Department of Motor Vehicles,-31.897647268254254,2009-11-19
Fire & Emergency Medical Services,2536.825155961693,2009-09-17
District Department of the Environment,1093.6459646544886,2009-03-27
Office of the State Superintendent of Education,2565.7377226564963,2009-02-05
Department of Public Works,2195.281910707463,2009-05-19
Office of the State Superintendent of Education,683.4521327731087,2009-12-04
Department of Employment Services,133.70777281914684,2009-02-11
City Administrator/Deputy Mayor,4786.375887843768,2009-04-02
Fire & Emergency Medical Services,1180.252568689169,2009-11-07
Department of  Youth Rehabilitation Services,2418.7896237438954,2009-01-26
Department of Consumer & Regulatory Affairs,347.3941165703959,2009-09-02
Department of Employment Services,539.7110454914683,2009-11-20
Metropolitan Police Department,-167.86329099802327,2009-07-31
Office of Municipal Planning,502.5203129977247,2009-05-29
Fire & Emergency Medical Services,267.4891663346407,2009-06-15
Department of Property Management,269.5967646005306,2009-09-02
Department of Human Services,-98.53947953371454,2009-09-22
Department of Mental Health,-21.897849983323198,2009-10-22
Metropolitan Police Department,113.25096080489978,2009-09-15
Office of the Chief Medical Examiner,152.7337829546612,2009-06-01
Fire & Emergency Medical Services,126.53480589705516,2009-05-09
DC Public Library,560.2354139940858,2009-09-21
Serve DC,168.42222674653607,2009-09-08
Metropolitan Police Department,117.3733908446713,2009-09-09
Department of Employment Services,173.71371758184668,2009-02-24
Fire & Emergency Medical Services,1820.5522926444041,2009-06-04
DC Public Library,726.0745425401204,2009-08-13
Department of Motor Vehicles,-26.293434568674336,2009-07-08
Department of Consumer & Regulatory Affairs,501.89353136504644,2009-04-29
Department of Public Works,441.6718477643321,2009-04-09
Department of Housing & Community Development,226.1084526472217,2009-08-31
Department of Public Works,764.6259999542516,2009-10-19
Department of Property Management,161.31589286600635,2009-05-27
District Department of Transportation,441.94599018679594,2009-07-10
Department of Motor Vehicles,435.5174004260719,2009-07-11
Fire & Emergency Medical Services,107.00051022295392,2009-07-09
Fire & Emergency Medical Services,-101.29661212925737,2009-01-06
Department on Disability Services,-597.5852936641667,2009-09-29
Metropolitan Police Department,499.0799349000541,2009-01-06
Department of Consumer & Regulatory Affairs,626.1361019814547,2009-06-05
Office of the Chief Financial Officer,2864.0494788726883,2009-03-04
Department of Health,200.88745264089272,2009-06-23
DC Public Library,280.42891606143166,2009-01-06
Office of Police Complaints,343.3057918493665,2009-09-30
Department of Mental Health,1029.2095398413114,2009-10-30
Department on Disability Services,1082.8097426084505,2009-06-08
Department of Consumer & Regulatory Affairs,-18.590693121581367,2009-12-02
Office of the State Superintendent of Education,2345.3332542982666,2009-03-29
Department of Health,62.4448554943409,2009-06-03
Office of the State Superintendent of Education,-31.114894892070993,2009-02-06
Department of Public Works,-943.4161555719741,2009-01-21
District Department of the Environment,1055.178240709363,2009-12-11
Metropolitan Police Department,-116.92789134856966,2009-06-05
Office of the Tenant Advocate,-118.1984619043329,2009-11-17
Office of the Chief Financial Officer,-2.5220129560255202,2009-03-11
"Department of Insurance, Securities & Banking",-85.88845369025496,2009-08-17
Department on Disability Services,-56.217034960594795,2009-08-14
Office of Unified Communications,499.6350206720721,2009-09-26
Department of Public Works,361.49867654710783,2009-02-08
Office of the State Superintendent of Education,836.0816467368957,2009-09-01
District Department of Transportation,136.50288282445777,2009-01-28
Department of Property Management,525.2925990165834,2009-08-21
Fire & Emergency Medical Services,317.9002136843657,2009-09-24
Fire & Emergency Medical Services,1357.8042882292852,2009-09-16
District Department of the Environment,388.0796060120142,2009-05-04
Department of Health,1593.9469583106616,2009-12-04
Department on Disability Services,523.2129739509853,2009-06-23
Department on Disability Services,667.3751516247762,2009-02-18
Department of Property Management,261.5474472500073,2009-01-27
Department of Consumer & Regulatory Affairs,328.9727674331174,2009-05-01
Office of the State Superintendent of Education,477.6054333851073,2009-02-06
District Department of Transportation,2069.805397421966,2009-10-28
Department of  Youth Rehabilitation Services,481.38970501616944,2009-06-15
Office of Disability Rights,330.642168605244,2009-11-24
Office of Latino Affairs,151.5928678210397,2009-05-27
DC Public Library,56.65623413834056,2009-09-12
Child & Family Services Administration,1380.7142651061777,2009-12-08
Department of Health,400.41278493841463,2009-10-13
Office of the Chief Financial Officer,316.49816482541763,2009-03-31
Fire & Emergency Medical Services,-191.54986663255067,2009-06-10
Department of  Youth Rehabilitation Services,661.4864741687975,2009-12-08
DC Public Library,422.15552059603067,2009-05-13
Department of Human Services,762.9624055830152,2009-06-04
Office of Partnership & Grant Services,45.511577119760666,2009-07-07
Department of  Youth Rehabilitation Services,535.3683622879804,2009-07-15
District Department of Transportation,491.41322912630994,2009-01-28
Department of Health,468.34005647088895,2009-05-05
Department of  Youth Rehabilitation Services,5.118799563757875,2009-04-16
Department on Disability Services,296.69761186491206,2009-08-26
Office of the State Superintendent of Education,818.9521599890202,2009-07-02
Department of Public Works,597.3580715744873,2009-04-01
Department of Human Services,607.5443267903204,2009-11-02
Office of the Attorney General,116.07507019353545,2009-11-12
Fire & Emergency Medical Services,612.2090138479787,2009-01-15
District Department of Transportation,318.7873866787691,2009-02-25
Fire & Emergency Medical Services,126.49213547468091,2009-03-27
Office of the State Superintendent of Education,175.74781477544744,2009-04-01
Metropolitan Police Department,-87.58762614110695,2009-04-27
District Department of Transportation,205.31623422023117,2009-04-04
Fire & Emergency Medical Services,433.33006396382984,2009-08-14
Department of Housing & Community Development,138.58256365351554,2009-09-09
District Department of Transportation,2094.3702681840823,2009-04-27
Department of Employment Services,99.52633347826,2009-12-04
Child & Family Services Administration,1563.7426232231285,2009-09-28
Office of Cable TV,442.6101562247311,2009-09-04
Department of Health,268.0292608543838,2009-07-03
Department of Parks & Recreation,374.85909004139387,2009-07-17
District Department of Transportation,76.92081334376834,2009-07-21
Department of Education,519.6767881341506,2009-01-16
District Department of the Environment,222.10915804845808,2009-05-05
Department of Parks & Recreation,135.12809253163968,2009-04-02
Office of Police Complaints,656.3134926533395,2009-02-20
Metropolitan Police Department,453.1826495030332,2009-01-05
Office of Victim Services,107.89610919586136,2009-02-12
Commission of Judicial Disabilities & Tenure,1250.6512054254833,2009-05-01
Office of the Chief Financial Officer,197.07590286458748,2009-10-30
Office of the State Superintendent of Education,808.792738386525,2009-05-07
Fire & Emergency Medical Services,160.00975760751143,2009-08-31
Office of the Chief Financial Officer,-72.97951264437626,2009-09-26
District Department of Transportation,20.979884824183415,2009-01-07
DC Public Library,271.3946439143917,2009-09-11
Office of Finance & Resource Management,51.316713320705595,2009-07-17
Department of Health,164.9103225464599,2009-05-27
Fire & Emergency Medical Services,10.911360773410248,2009-02-06
Department of Health,-162.32981935601202,2009-12-22
Department of  Youth Rehabilitation Services,906.8385591634162,2009-04-19
Fire & Emergency Medical Services,452.004680896873,2009-04-03
City Administrator/Deputy Mayor,2852.6212557728145,2009-12-04
Fire & Emergency Medical Services,320.78421874326034,2009-12-15
Office of the Mayor,504.26201489711764,2009-01-15
District Department of the Environment,993.8852833963799,2009-09-09
University of the District of Columbia,828.4482595151992,2009-07-24
Department of  Youth Rehabilitation Services,-140.8312538792521,2009-07-07
Office of Municipal Planning,2340.9716478803357,2009-09-04
Office of Finance & Resource Management,288.13660221005455,2009-05-06
Department of Public Works,2547.375962490256,2009-03-19
Department on Disability Services,1302.3254529915207,2009-07-21
Fire & Emergency Medical Services,-161.1971886357945,2009-11-24
Department of Corrections,1496.0224248700779,2009-07-09
Office of the Chief Technology Officer,296.012905450175,2009-12-09
Metropolitan Police Department,132.77882523626707,2009-06-09
District Department of Transportation,1183.4483340980705,2009-11-10
Department of Housing & Community Development,567.3950230231338,2009-04-01
Serve DC,2393.4872873794907,2009-09-22
District Department of Transportation,270.56354699364914,2009-05-06
Office of the Tenant Advocate,-87.74063182590183,2009-10-20
Department of Health,173.10162664916732,2009-10-14
District Department of Transportation,-137.2144118318586,2009-09-10
Fire & Emergency Medical Services,863.6399875801607,2009-11-04
Metropolitan Police Department,417.8850092928736,2009-11-19
Office of the Chief Technology Officer,1514.122179092301,2009-08-30
District Department of Transportation,838.2122795710604,2009-02-03
District Department of Transportation,330.5740481734407,2009-07-01
Department on Disability Services,245.8635620784143,2009-01-29
DC Public Library,-278.9773165765997,2009-06-12
Office of Contracting & Procurement,2153.4132617709483,2009-03-11
Fire & Emergency Medical Services,182.87680529498,2009-03-05
Office of the Chief Financial Officer,332.9812049784599,2009-01-23
Fire & Emergency Medical Services,-77.31994346549504,2009-01-15
Department of Public Works,80.32086793463796,2009-04-01
Board of Elections & Ethics,2304.7592591437055,2009-10-31
Fire & Emergency Medical Services,245.67941410952795,2009-07-14
Fire & Emergency Medical Services,-608.1591515580973,2009-03-26
Department of Health,590.0239857108381,2009-04-22
Commission on Arts & Humanities,376.40892526121974,2009-01-23
Department of Employment Services,488.6105034575187,2009-06-18
Office of the State Superintendent of Education,272.0662763631636,2009-11-17
DC Public Library,126.07716898039274,2009-10-30
Office of the Chief Financial Officer,830.5637740051194,2009-10-23
Office of the Inspector General,-1.1541678823554236,2009-06-22
Department of Motor Vehicles,269.80652490745024,2009-04-16
District Department of the Environment,1416.718578120918,2009-06-20
Department of Health,1826.3526302352275,2009-09-18
Department of Consumer & Regulatory Affairs,151.39689064884178,2009-04-14
Office of the Tenant Advocate,-1858.997319748,2009-09-21
Department of Public Works,399.31085433676344,2009-11-19
District Department of Transportation,73.2458598684641,2009-09-29
Department of Health,1619.2329869558675,2009-11-12
Office of the Inspector General,2399.144147911249,2009-06-17
District Department of Transportation,1948.173767112796,2009-09-10
District Department of Transportation,251.8907530965488,2009-06-18
Office of the Secretary,746.9652430886116,2009-09-28
