AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
"Department of Insurance, Securities & Banking",925.9042808024476,2009-04-01
Department of Corrections,918.1925604066652,2009-04-01
Fire & Emergency Medical Services,277.4867944033315,2009-04-01
Office of the Tenant Advocate,159.35802194816068,2009-04-01
Department on Disability Services,-628.1389771092664,2009-04-01
Department of Health,996.3564182501784,2009-04-01
District Department of the Environment,-618.0023230888299,2009-04-01
Metropolitan Police Department,-699.021574654147,2009-04-01
Fire & Emergency Medical Services,1070.5913562702845,2009-04-01
Fire & Emergency Medical Services,-474.34814999713205,2009-04-01
Department on Disability Services,-704.1873986054783,2009-04-02
Department on Disability Services,1320.9469487727129,2009-04-02
Office of the Tenant Advocate,2113.6549625220337,2009-04-02
Fire & Emergency Medical Services,1229.4768527338697,2009-04-02
District Department of Transportation,29.325640039774044,2009-04-02
Department of Education,-82.14147224253327,2009-04-02
Fire & Emergency Medical Services,634.6898057149151,2009-04-02
Office of Community Affairs,1549.469837283268,2009-04-02
University of the District of Columbia,736.3036901582784,2009-04-02
Advisory Neighborhood Commission,957.4375267210206,2009-04-02
Department of  Youth Rehabilitation Services,102.43815209495529,2009-04-02
University of the District of Columbia,16.057174339486778,2009-04-02
Fire & Emergency Medical Services,1481.1074246447963,2009-04-02
District Department of the Environment,736.4052873201292,2009-04-02
Department of Health,652.6296024375229,2009-04-02
Commission of Judicial Disabilities & Tenure,406.0356659845269,2009-04-03
Department of Parks & Recreation,-823.490146262296,2009-04-03
Office on Asian/Pacific Affairs,-337.5225980667408,2009-04-03
Criminal Justice Coordinating Council,-436.6815289616175,2009-04-03
DC Public Library,1793.503974389496,2009-04-03
Department of  Youth Rehabilitation Services,1783.4687535220803,2009-04-03
District Department of Transportation,1856.37839927122,2009-04-03
Department of Public Works,222.85807743415364,2009-04-03
Fire & Emergency Medical Services,-149.549353493245,2009-04-03
Fire & Emergency Medical Services,1020.1244264302928,2009-04-03
Department of Consumer & Regulatory Affairs,-245.5963051605779,2009-04-03
Metropolitan Police Department,1789.1206491798305,2009-04-03
District Department of the Environment,643.3760034953386,2009-04-03
Department of Housing & Community Development,119.56249060919744,2009-04-03
Department of  Youth Rehabilitation Services,1003.118931237128,2009-04-03
Department of Housing & Community Development,-323.9948470230589,2009-04-03
Child & Family Services Administration,753.3120744300556,2009-04-03
Department on Disability Services,-233.63006956661616,2009-04-03
Homeland Security/Emergency Management,2322.816482548058,2009-04-03
Department of Mental Health,583.755330858208,2009-04-04
Criminal Justice Coordinating Council,888.0270976619672,2009-04-04
District Department of the Environment,1381.8478680249823,2009-04-04
District Department of the Environment,889.2588292037301,2009-04-04
Office of the Chief Technology Officer,921.167756270396,2009-04-04
Office of the Mayor,229.91255136976224,2009-04-04
District Department of the Environment,845.6474684373404,2009-04-04
Fire & Emergency Medical Services,864.0038665110044,2009-04-04
Department of Public Works,835.1151746558658,2009-04-04
Department on Disability Services,602.3722916517273,2009-04-04
Metropolitan Police Department,356.403894336538,2009-04-04
Department of Health,-813.6203472235396,2009-04-04
Serve DC,1954.786119262676,2009-04-04
Office of the State Superintendent of Education,1548.034835721421,2009-04-04
Fire & Emergency Medical Services,1240.3611346956045,2009-04-04
Department of Health,-577.4933533414895,2009-04-04
Metropolitan Police Department,287.74741386675134,2009-04-04
Department of Public Works,603.9451584048592,2009-04-04
Office of the Secretary,956.05561355568,2009-04-04
Office of the Tenant Advocate,781.2551039902917,2009-04-04
District Department of Transportation,1771.4580589192574,2009-04-04
Fire & Emergency Medical Services,-222.766831199314,2009-04-04
Child & Family Services Administration,999.0807815332662,2009-04-04
Fire & Emergency Medical Services,249.8433080461034,2009-04-04
Department of Employment Services,592.114201709101,2009-04-04
District Department of Transportation,629.7166353659734,2009-04-04
Department of Corrections,1047.138446899854,2009-04-04
DC Public Library,1672.991901320239,2009-04-04
DC Department of Human Resources,1022.9862038803842,2009-04-04
District Department of the Environment,-485.4762247759046,2009-04-04
Fire & Emergency Medical Services,763.5728957504964,2009-04-04
Department of Health,306.67516823817994,2009-04-04
Metropolitan Police Department,472.6102183724881,2009-04-04
Department on Disability Services,897.2640244758284,2009-04-04
Department of Employment Services,1180.2180876284465,2009-04-05
Fire & Emergency Medical Services,626.7530462809466,2009-04-05
District Department of Transportation,969.391524733088,2009-04-05
Fire & Emergency Medical Services,136.54325831729756,2009-04-05
Department of Mental Health,105.75466294896428,2009-04-05
Department of Public Works,1396.2966926552035,2009-04-05
Office of Zoning,520.7447754939735,2009-04-05
Metropolitan Police Department,-77.49573290564842,2009-04-05
Office of the Chief Technology Officer,676.4013702046524,2009-04-05
Department of Education,1671.2386721648836,2009-04-05
Office of Administrative Hearings,86.53333277270923,2009-04-05
Metropolitan Police Department,-748.5828225054457,2009-04-05
Office of the State Superintendent of Education,754.2038409003676,2009-04-05
Department of Public Works,2004.816381902124,2009-04-05
Department of Public Works,-437.1758768058943,2009-04-05
Department of Consumer & Regulatory Affairs,113.72392767133562,2009-04-05
Department of Consumer & Regulatory Affairs,163.78351004307467,2009-04-05
Office of the Chief Financial Officer,1069.5719278502932,2009-04-05
Office of the Chief Financial Officer,553.3691248450506,2009-04-05
Department of Consumer & Regulatory Affairs,1370.3782007025277,2009-04-05
Office of the Chief Technology Officer,1031.915450130081,2009-04-05
Department of  Youth Rehabilitation Services,882.5645691219851,2009-04-05
Department on Disability Services,1187.160354292541,2009-04-05
Fire & Emergency Medical Services,-433.4186111466674,2009-04-05
Office of the Chief Financial Officer,684.3212304211492,2009-04-05
Office of the Chief Technology Officer,778.4840108068568,2009-04-05
Department of Health,735.7162862273492,2009-04-05
Department of Health,-542.274349613357,2009-04-05
Department of Health,1645.530363835259,2009-04-05
Department of Health,-1153.0576634930744,2009-04-05
DC Public Library,1278.695599684892,2009-04-05
Office of the Chief Financial Officer,-1255.0650997389153,2009-04-05
District Department of Transportation,-900.4163430140562,2009-04-05
Metropolitan Police Department,1336.7518488695946,2009-04-05
Department of Public Works,394.34385501053,2009-04-05
Department of  Youth Rehabilitation Services,-50.7858605023855,2009-04-05
Department on Disability Services,1469.6838311873707,2009-04-05
Metropolitan Police Department,-20.98954378472752,2009-04-05
Department of Public Works,480.92110717870105,2009-04-05
Metropolitan Police Department,-1892.0806418461016,2009-04-05
Fire & Emergency Medical Services,93.38183685057834,2009-04-05
Department of Parks & Recreation,569.6036444938311,2009-04-05
"Department of Insurance, Securities & Banking",1243.2481442733128,2009-04-05
Metropolitan Police Department,1968.1334101296395,2009-04-05
Office of Public Educational Facilities Modernization,958.9913968360728,2009-04-05
Department on Disability Services,865.2096594255767,2009-04-05
Office of the Chief Technology Officer,2180.2785787821463,2009-04-05
Fire & Emergency Medical Services,157.32731508539823,2009-04-05
Office of the Tenant Advocate,2132.415856833529,2009-04-05
Department on Disability Services,-381.3965243531153,2009-04-05
Homeland Security/Emergency Management,-1141.9781353278372,2009-04-05
Department of Mental Health,-28.037835849070007,2009-04-05
Metropolitan Police Department,753.583698283855,2009-04-05
Department of Parks & Recreation,2264.145931984386,2009-04-05
Office of Contracting & Procurement,338.4552852933599,2009-04-05
Department of Corrections,-1510.3199639965264,2009-04-05
Department of Health,-843.2903014460904,2009-04-05
Office of the Tenant Advocate,1013.4447757504385,2009-04-05
Department of Property Management,1027.1561662189183,2009-04-05
Department of Corrections,14.276038450986448,2009-04-05
Office of the State Superintendent of Education,-772.3928674101707,2009-04-05
Department of Housing & Community Development,63.48802319180737,2009-04-05
Office of the Tenant Advocate,553.3691248450506,2009-04-05
Department of Health,1258.2097866652268,2009-04-05
Department of Health,-1239.8985724707495,2009-04-05
Office on Asian/Pacific Affairs,83.27455302668847,2009-04-05
Fire & Emergency Medical Services,530.7782395745032,2009-04-05
DC Public Library,743.7219609098722,2009-04-05
City Administrator/Deputy Mayor,326.8971541314792,2009-04-05
Department of Health,134.06077020954854,2009-04-05
Office of the Attorney General,-159.86283426402292,2009-04-05
Department of Health,897.1546432026076,2009-04-05
Fire & Emergency Medical Services,-221.6396111301417,2009-04-05
Department on Disability Services,-161.51311633870034,2009-04-05
Homeland Security/Emergency Management,807.3270829752634,2009-04-05
Office of the Tenant Advocate,527.202938557604,2009-04-06
Department on Disability Services,-685.0598310154488,2009-04-06
Department on Disability Services,1613.567919425917,2009-04-06
Child & Family Services Administration,457.2334380929197,2009-04-06
Fire & Emergency Medical Services,553.3691248450506,2009-04-06
Department of Corrections,1523.2503260481185,2009-04-06
District Department of Transportation,412.6651930428699,2009-04-06
Fire & Emergency Medical Services,439.5378379013915,2009-04-05
Department of Health Care Finance,1256.6019450292015,2009-04-05
Office of the Attorney General,1498.4753036548,2009-04-05
DC Public Library,319.8993010902436,2009-04-05
Fire & Emergency Medical Services,2.588819724215909,2009-04-05
Office of the State Superintendent of Education,-94.31092739232427,2009-04-05
Office of Contracting & Procurement,385.45616607501904,2009-04-05
DC Sentencing & Criminal Code Review Committee,658.0566924542666,2009-04-05
Metropolitan Police Department,-69.85968366059024,2009-04-05
Department of  Youth Rehabilitation Services,711.027280157078,2009-04-05
Department of Human Services,907.575814694056,2009-04-05
Office of the Secretary,801.5426429511406,2009-04-05
Office of the Chief Financial Officer,-85.67861282042736,2009-04-05
Department of Public Works,27.10904809285546,2009-04-05
DC Public Library,89.85670676543009,2009-04-05
Department of Health,-95.1405092841236,2009-04-05
Department of Small & Local Business Development,22.487329741462304,2009-04-05
Department of Human Services,-117.58433540688588,2009-04-05
District Department of Transportation,1188.2249986852223,2009-04-05
Department of Property Management,836.4127620507096,2009-04-05
Department of Parks & Recreation,1063.473524462229,2009-04-05
Department of  Youth Rehabilitation Services,157.6292931887213,2009-04-05
Office of the Chief Medical Examiner,330.94983754084853,2009-04-05
Office of Administrative Hearings,-523.7079445415346,2009-04-05
Metropolitan Police Department,75.52980377585521,2009-04-05
Department of Consumer & Regulatory Affairs,-1423.352490666723,2009-04-05
District Department of Transportation,553.3691248450506,2009-04-05
Department of Health,-713.91842094234,2009-04-05
Commission on Arts & Humanities,501.2624063414543,2009-04-05
District Department of the Environment,-476.47057564378304,2009-04-05
DC Lottery & Charitable Games Control Board,1272.7347618565968,2009-04-05
Department of Motor Vehicles,1386.500722821855,2009-04-05
Fire & Emergency Medical Services,185.80101413761616,2009-04-05
DC Department of Human Resources,871.6651478836798,2009-04-05
Department on Disability Services,7.962505942857774,2009-04-05
Department of Health,607.4710265297401,2009-04-04
Fire & Emergency Medical Services,-0.5580807679500595,2009-04-04
Department of Health,-266.22296391660234,2009-04-04
Fire & Emergency Medical Services,-486.3303827600031,2009-04-04
Office of Police Complaints,2165.871942269301,2009-04-04
Office of Partnership & Grant Services,1617.4034046807574,2009-04-04
Office of the State Superintendent of Education,-589.1435313049179,2009-04-04
Office of the Chief Financial Officer,1343.7259584787423,2009-04-04
Metropolitan Police Department,2411.36328520968,2009-04-05
District Department of Transportation,371.9098063372194,2009-04-05
Department of Consumer & Regulatory Affairs,2162.933408686998,2009-04-05
Department of Public Works,-327.48212891678133,2009-04-05
Department on Disability Services,216.4055411349817,2009-04-05
Office of the Chief Financial Officer,1981.3663489942412,2009-04-05
Office of Partnership & Grant Services,402.4331615800404,2009-04-05
Office of Latino Affairs,700.2449990712358,2009-04-05
Department of Consumer & Regulatory Affairs,-542.2656697614565,2009-04-05
District Department of Transportation,1147.8286651555654,2009-04-05
Department of Health,762.5865088016196,2009-04-05
Office of Municipal Planning,2160.699053322237,2009-04-05
Department of  Youth Rehabilitation Services,895.0873245226726,2009-04-05
DC Public Library,666.8077368026665,2009-04-05
Department on Disability Services,-508.828357028632,2009-04-05
Office of Employee Appeals,551.6684350902998,2009-04-05
Department of Health,1549.0583517460864,2009-04-05
Metropolitan Police Department,556.1517534475785,2009-04-05
Fire & Emergency Medical Services,100.16342532600656,2009-04-05
Office of the State Superintendent of Education,443.4038792627762,2009-04-05
DC Public Library,-19.94094702521068,2009-04-05
Office of the Inspector General,-415.32424871830847,2009-04-05
Office of Municipal Planning,-447.6868746716599,2009-04-05
Department of Employment Services,1055.1055416592503,2009-04-05
Office of the State Superintendent of Education,-1205.2336662650914,2009-04-05
Department of Mental Health,83.12038472694718,2009-04-05
DC Public Library,814.2593072525665,2009-04-05
Department of Consumer & Regulatory Affairs,1770.8679299185455,2009-04-05
Fire & Emergency Medical Services,1874.502535610167,2009-04-05
Department of Corrections,-863.8786073681366,2009-04-05
Department of Health,770.6014184428507,2009-04-05
Department of Property Management,1338.393299699606,2009-04-05
Deputy Mayor for Economic Development,429.0647513073708,2009-04-05
Department on Disability Services,-235.4587427835473,2009-04-05
Fire & Emergency Medical Services,655.0673602910383,2009-04-05
Office of the Attorney General,610.0850371026941,2009-04-05
Fire & Emergency Medical Services,-260.3342899732928,2009-04-05
Office of the State Superintendent of Education,1151.8049456825097,2009-04-05
District Department of the Environment,1315.1740902951665,2009-04-05
Office of the Chief Financial Officer,-118.44369120927354,2009-04-05
Commission on Arts & Humanities,2357.379652815164,2009-04-05
District Department of the Environment,-18.49004922296456,2009-04-05
Department of Corrections,1148.1218624784774,2009-04-05
Department of Health,1133.1568894457182,2009-04-05
Department of Human Services,323.7679161286453,2009-04-05
Office of the Inspector General,1051.511982044004,2009-04-05
Metropolitan Police Department,843.6559975330227,2009-04-05
Fire & Emergency Medical Services,2770.7204578764245,2009-04-05
Metropolitan Police Department,1440.7023103347285,2009-04-05
Department of Employment Services,-1859.96761209914,2009-04-05
District Department of the Environment,1443.7325879330474,2009-04-05
Department of Public Works,-340.13644463086507,2009-04-05
Office of the Chief Financial Officer,-891.0503790995607,2009-04-05
Office of Human Rights,1989.6831610424124,2009-04-05
Homeland Security/Emergency Management,227.53964639225484,2009-04-05
District Department of Transportation,410.8483915419824,2009-04-05
Department of Employment Services,-18.004583087609035,2009-04-05
Metropolitan Police Department,696.1584667626679,2009-04-05
Office of the Chief Financial Officer,1019.696994188457,2009-04-05
Child & Family Services Administration,696.9120999503394,2009-04-05
Department of Public Works,182.0964583929818,2009-04-05
Office of Motion Pictures & Television,306.4057395794831,2009-04-05
Department of Health,1240.282057207652,2009-04-05
Fire & Emergency Medical Services,272.21830092472584,2009-04-05
District Department of Transportation,1101.41275340452,2009-04-05
Office of the Tenant Advocate,92.90711960158774,2009-04-05
Fire & Emergency Medical Services,-300.85254514359644,2009-04-05
Office of the Chief Financial Officer,807.2427572047666,2009-04-05
District Department of the Environment,92.24472578738016,2009-04-05
Office of the State Superintendent of Education,761.6354720635347,2009-04-05
Fire & Emergency Medical Services,-957.5303740892764,2009-04-05
Commission on Arts & Humanities,131.76802770148112,2009-04-05
Fire & Emergency Medical Services,787.2682227870096,2009-04-05
Office of the State Superintendent of Education,244.96182494089084,2009-04-05
Office of the Chief Technology Officer,1451.384785739781,2009-04-05
Department of Health Care Finance,553.3691248450506,2009-04-05
Department of  Youth Rehabilitation Services,2655.096958140241,2009-04-05
DC Public Library,959.6566418807008,2009-04-05
Metropolitan Police Department,317.64286761381743,2009-04-05
Department of Public Works,180.38642664010672,2009-04-05
District Department of the Environment,-328.3428472540603,2009-04-05
DC National Guard,330.9877361965296,2009-04-05
Office of Municipal Planning,152.80874567170434,2009-04-05
Office of Cable TV,1523.7804025851012,2009-04-05
Department on Disability Services,-443.7168517123646,2009-04-05
Metropolitan Police Department,-24.343650508886185,2009-04-05
Office of the Inspector General,682.2284399083845,2009-04-05
Fire & Emergency Medical Services,343.1224719387193,2009-04-05
Department of Public Works,170.9009886013435,2009-04-05
Department of  Youth Rehabilitation Services,-1385.864614023249,2009-04-05
Department of Public Works,1509.0396927026038,2009-04-05
Office of the Chief Technology Officer,-417.023178335032,2009-04-05
Board of Elections & Ethics,48.94472947578714,2009-04-05
Fire & Emergency Medical Services,349.9513706534299,2009-04-05
Department of Health,1129.3688910550536,2009-04-05
Office of Employee Appeals,-390.0980758831941,2009-04-05
District Department of Transportation,-431.0500208629826,2009-04-05
Department of Mental Health,1579.5618745366,2009-04-05
District Department of Transportation,-87.40358199285174,2009-04-05
Office of Latino Affairs,1629.1916528465072,2009-04-05
Office of the Tenant Advocate,415.0505374592925,2009-04-05
Department of Housing & Community Development,-257.4734208797957,2009-04-05
Office of the State Superintendent of Education,632.8145287582747,2009-04-05
Office of the State Superintendent of Education,408.6360259764398,2009-04-05
Fire & Emergency Medical Services,877.05028948826,2009-04-05
District Department of the Environment,755.6891805568112,2009-04-05
Department of Public Works,207.45270284596305,2009-04-05
DC Public Library,770.7556119747195,2009-04-05
Office of the Chief Financial Officer,-188.6056591894062,2009-04-05
Department of Human Services,1085.9759900495735,2009-04-05
DC Public Library,2176.569960664965,2009-04-05
Department on Disability Services,742.9348699209804,2009-04-06
Office of the Tenant Advocate,-601.9226955864518,2009-04-06
Office of Unified Communications,-1751.202810220383,2009-04-06
Fire & Emergency Medical Services,553.3691248450506,2009-04-06
DC Public Library,-980.7744119072914,2009-04-06
Department of Health,867.113145900893,2009-04-06
Office of the State Superintendent of Education,793.2415252863473,2009-04-06
Metropolitan Police Department,392.4947437702288,2009-04-06
District Department of Transportation,239.48938017475507,2009-04-06
Office of the State Superintendent of Education,955.3993511484834,2009-04-06
Department on Disability Services,-27.75654809039304,2009-04-06
Department of Public Works,-1638.6973958866265,2009-04-06
Department of Health,799.2249963331149,2009-04-06
Office of Contracting & Procurement,596.4308857157137,2009-04-06
Office of the Mayor,-690.9336684677195,2009-04-06
Office of the Tenant Advocate,948.701432408234,2009-04-06
Department of Human Services,566.4699932341762,2009-04-06
Department of Housing & Community Development,1532.7561768781238,2009-04-06
Department on Disability Services,-372.23665645699725,2009-04-06
Office of the Inspector General,-653.3163005453138,2009-04-07
Deputy Mayor for Economic Development,-0.0972916534041132,2009-04-06
Department of Employment Services,1015.068160377076,2009-04-06
Department of Education,545.6601042869233,2009-04-07
Fire & Emergency Medical Services,553.3691248450506,2009-04-06
Commission on Arts & Humanities,1028.5730511131364,2009-04-07
"Department of Insurance, Securities & Banking",609.7766563469881,2009-04-07
Office of Victim Services,828.4888394616664,2009-04-07
Fire & Emergency Medical Services,535.0191010376259,2009-04-07
Metropolitan Police Department,-573.6983404193473,2009-04-07
Office of the Inspector General,662.6563200779309,2009-04-07
Department of Parks & Recreation,756.4436337886302,2009-04-07
Department of Human Services,1356.3007425265766,2009-04-07
Department of Health,-120.44475032208584,2009-04-06
Fire & Emergency Medical Services,451.26040683895377,2009-04-06
Office of the Attorney General,-894.1571605088151,2009-04-07
Department of Human Services,375.0039590666016,2009-04-06
Metropolitan Police Department,-152.50514585083806,2009-04-06
Department on Disability Services,242.12368999437692,2009-04-06
Office of Municipal Planning,1665.7866149578626,2009-04-06
Fire & Emergency Medical Services,941.139388993477,2009-04-07
Child & Family Services Administration,1213.355592220923,2009-04-07
Department of Public Works,147.11680662742629,2009-04-07
Criminal Justice Coordinating Council,-272.1975784865763,2009-04-07
Department of Health,886.3066198082587,2009-04-06
Department of Public Works,-526.3293607439442,2009-04-07
Fire & Emergency Medical Services,230.9235774912571,2009-04-07
District Department of the Environment,1458.3242264055823,2009-04-07
Department on Disability Services,-361.1052510373792,2009-04-06
Department on Disability Services,1497.9224172744512,2009-04-06
Fire & Emergency Medical Services,999.5347579733556,2009-04-06
DC Public Library,1023.3615065465629,2009-04-07
District Department of Transportation,417.7456693225357,2009-04-06
Fire & Emergency Medical Services,196.7212771133333,2009-04-06
Department of Property Management,503.0052840164551,2009-04-06
District Department of Transportation,470.0858197007668,2009-04-06
Metropolitan Police Department,1387.5617842524148,2009-04-06
Office of Community Affairs,871.9114639134791,2009-04-07
Fire & Emergency Medical Services,-294.08892194303166,2009-04-07
Department of Employment Services,187.8936658736789,2009-04-07
Department on Disability Services,143.58446015377945,2009-04-07
Office of the Chief Financial Officer,1121.4502924449375,2009-04-07
Department of Motor Vehicles,-357.2060798924331,2009-04-07
Office of the State Superintendent of Education,-867.585408772129,2009-04-07
Office of the Chief Financial Officer,2328.1933480147795,2009-04-07
Office of the Inspector General,646.0386805344342,2009-04-07
Serve DC,1143.6372555085563,2009-04-07
Department of Property Management,313.47848157548657,2009-04-07
DC Public Library,117.87955816138329,2009-04-07
Office of Municipal Planning,1616.2136593993496,2009-04-06
Department of Health,-197.8063526680089,2009-04-07
Department of Parks & Recreation,744.3438319271265,2009-04-07
Metropolitan Police Department,1130.0833135164078,2009-04-07
Department of Health,324.7842662290674,2009-04-07
DC Public Library,863.1368653739487,2009-04-07
DC Public Library,293.61996448051354,2009-04-07
Metropolitan Police Department,2313.0839462835397,2009-04-07
Department of Health,-481.3708566840704,2009-04-07
Department of  Youth Rehabilitation Services,100.67543565961546,2009-04-07
Department of Motor Vehicles,651.0974193361578,2009-04-07
Office of the State Superintendent of Education,1632.3580830054489,2009-04-07
Department of Consumer & Regulatory Affairs,-482.6112680777336,2009-04-07
Department of Human Services,-557.8430769957414,2009-04-07
Department of Public Works,1180.5372740428045,2009-04-07
DC Public Library,553.3691248450506,2009-04-07
Department of  Youth Rehabilitation Services,900.3471129172503,2009-04-07
Fire & Emergency Medical Services,998.1135331531872,2009-04-07
Department of Public Works,-129.00903907792667,2009-04-07
Department of Parks & Recreation,-1324.7536120764385,2009-04-07
Department of  Youth Rehabilitation Services,2507.1825926216497,2009-04-07
Office of the Chief Financial Officer,-204.0475698983865,2009-04-07
Fire & Emergency Medical Services,181.2106845529788,2009-04-07
Child & Family Services Administration,301.8666059817812,2009-04-07
Office of the State Superintendent of Education,-1186.7550689973773,2009-04-07
Department on Disability Services,1984.1511684551,2009-04-07
Fire & Emergency Medical Services,296.84674988871564,2009-04-07
Office of the Tenant Advocate,752.6199445534511,2009-04-07
Office of the Chief Financial Officer,709.8278583547292,2009-04-07
Department on Disability Services,-219.4312448568263,2009-04-07
University of the District of Columbia,1189.8179533659536,2009-04-07
Department of Human Services,826.393992530501,2009-04-07
Department of Employment Services,-1538.1441376196217,2009-04-07
City Administrator/Deputy Mayor,1825.562805526336,2009-04-07
Fire & Emergency Medical Services,-313.44267032502194,2009-04-07
District Department of Transportation,538.8551619003774,2009-04-07
Department of Employment Services,-1548.6227374335267,2009-04-07
Department of Public Works,-602.8533573814858,2009-04-07
District Department of Transportation,-253.3281355620711,2009-04-07
Department of Parks & Recreation,825.7252402201339,2009-04-07
Department of Human Services,-66.09691739754294,2009-04-07
Department of Parks & Recreation,-339.8556615147405,2009-04-07
Fire & Emergency Medical Services,320.9161810653457,2009-04-07
Office of the Inspector General,234.44933837959584,2009-04-07
Office of the Chief Financial Officer,-32.116710206905964,2009-04-07
Department on Disability Services,485.4903111644908,2009-04-07
University of the District of Columbia,414.0629646004178,2009-04-07
Metropolitan Police Department,-54.2714770756852,2009-04-07
Department of Human Services,83.29605079941831,2009-04-07
District Department of Transportation,553.3691248450506,2009-04-07
Office of the Chief Financial Officer,1087.616532522991,2009-04-07
Office of Finance & Resource Management,1326.9508326107227,2009-04-07
DC Public Library,-538.6006527607984,2009-04-07
Serve DC,1630.4549750120468,2009-04-07
Department on Disability Services,1456.2536780133123,2009-04-07
DC Public Library,-200.93205817297644,2009-04-07
DC Public Library,1035.7525502410886,2009-04-07
District Department of Transportation,152.15530926280087,2009-04-07
Department of Parks & Recreation,1136.0344117434424,2009-04-07
Department of Health,1409.3204067176036,2009-04-07
District Department of Transportation,479.9968480360499,2009-04-07
Office of Contracting & Procurement,542.6362135709073,2009-04-07
Alcoholic Beverage Regulation Administration,2049.6176393426867,2009-04-07
Office of Unified Communications,-106.86678734444558,2009-04-07
Department on Disability Services,468.684414716842,2009-04-07
Office of the Chief Technology Officer,479.6922836396461,2009-04-07
District Department of the Environment,-510.0800724154677,2009-04-07
Fire & Emergency Medical Services,1249.2319433377395,2009-04-07
District Department of the Environment,217.37960218951736,2009-04-07
Metropolitan Police Department,1551.8202604350686,2009-04-07
Office of the Tenant Advocate,860.5331368929989,2009-04-07
Department of Corrections,990.6918560643652,2009-04-07
Office of the State Superintendent of Education,320.9800183482173,2009-04-07
Department of Property Management,420.8885326742829,2009-04-07
Office of Contracting & Procurement,1340.2215187382403,2009-04-07
Department of Property Management,1355.6089785158224,2009-04-07
Office of the State Superintendent of Education,17.35355059220501,2009-04-07
Office of the Chief Financial Officer,-319.37070638741443,2009-04-07
Fire & Emergency Medical Services,1574.223462832367,2009-04-07
Office of the State Superintendent of Education,1930.196300686068,2009-04-07
Fire & Emergency Medical Services,2158.62477057508,2009-04-07
DC Taxicab Commission,-264.89413914776844,2009-04-07
Office on Asian/Pacific Affairs,414.6197619605473,2009-04-07
Office of the Secretary,2679.691621285351,2009-04-07
Fire & Emergency Medical Services,151.85994197691355,2009-04-07
City Administrator/Deputy Mayor,1314.8898756096858,2009-04-07
Office of the Tenant Advocate,-660.1753011882716,2009-04-07
Office on Aging,-102.3102183465602,2009-04-07
Department of Health,1076.7893760981815,2009-04-07
Office of Latino Affairs,-1336.6387516122386,2009-04-07
Department of Health,868.7675912766273,2009-04-07
Office of the Inspector General,1214.6518675451305,2009-04-07
Office of the State Superintendent of Education,1637.8223525622366,2009-04-07
Department of  Youth Rehabilitation Services,534.1539292298224,2009-04-07
Commission on Arts & Humanities,306.86400548126727,2009-04-07
DC Public Library,-509.8461201282006,2009-04-07
Office of the Chief Medical Examiner,46.71693446420648,2009-04-07
Department of Housing & Community Development,1094.2070128638463,2009-04-07
Metropolitan Police Department,589.9688652905736,2009-04-07
Department of Corrections,990.351373734298,2009-04-07
Department of Public Works,1415.8097062267138,2009-04-07
Fire & Emergency Medical Services,2307.5639641889725,2009-04-07
Deputy Mayor for Economic Development,-65.53424095167861,2009-04-08
District Department of the Environment,-373.5536725901063,2009-04-08
Office of Victim Services,812.1437952088825,2009-04-08
Office of the Tenant Advocate,488.3344135091862,2009-04-08
Metropolitan Police Department,977.570645060852,2009-04-08
District Department of Transportation,531.6129735513604,2009-04-08
Metropolitan Police Department,215.2938135921665,2009-04-08
Department of Motor Vehicles,943.7498039882456,2009-04-08
Serve DC,705.6957189754932,2009-04-08
Metropolitan Police Department,2348.715343905448,2009-04-07
Department of Corrections,20.89745338030048,2009-04-07
Board of Elections & Ethics,2900.714360790195,2009-04-07
DC Taxicab Commission,590.6893466165719,2009-04-07
Department of  Youth Rehabilitation Services,649.6270170992636,2009-04-07
Office of Partnership & Grant Services,281.8610360470549,2009-04-07
Office of Finance & Resource Management,886.8777237847471,2009-04-07
Department of Education,111.40640721394811,2009-04-08
Office of Partnership & Grant Services,-25.065995858312363,2009-04-08
Department of Corrections,468.2761147357718,2009-04-08
Department of Health Care Finance,1949.717792252458,2009-04-08
Department of Motor Vehicles,543.4822909661365,2009-04-08
Department of Property Management,2060.370865633578,2009-04-08
Office of the Chief Technology Officer,892.9173615475906,2009-04-08
District Department of the Environment,863.5950051150948,2009-04-08
Fire & Emergency Medical Services,236.5601067832877,2009-04-08
Office of the State Superintendent of Education,350.35016443042025,2009-04-08
Fire & Emergency Medical Services,442.9380689548345,2009-04-08
Office of Unified Communications,78.37417105789058,2009-04-08
Fire & Emergency Medical Services,1184.7085484519744,2009-04-07
Office of the State Superintendent of Education,-238.74921408185537,2009-04-07
Department of  Youth Rehabilitation Services,774.5385891719883,2009-04-07
Department of Housing & Community Development,1252.1474147554002,2009-04-08
Office of the State Superintendent of Education,1128.014531373071,2009-04-08
Office of the State Superintendent of Education,324.9085092254546,2009-04-08
Office of the State Superintendent of Education,585.9382347607417,2009-04-08
Child & Family Services Administration,1004.9179314719814,2009-04-08
Department of Mental Health,1433.5946218419751,2009-04-08
Office of the State Superintendent of Education,-400.2688437401689,2009-04-08
Office of Community Affairs,1395.8089556283626,2009-04-08
Department of Health,-612.7165960670617,2009-04-08
District Department of Transportation,-339.2945999250437,2009-04-08
Department of Corrections,-136.88529817790095,2009-04-08
Office of the Attorney General,-691.2524007037804,2009-04-08
